,text,label
200,san pham tot va re noi la,"[0, 1, 0, 0, 0, 0, 0]"
201,tiki giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
202,sản_phẩm đúng như mô_tả dịch_vụ tiki now giao hàng nhanh hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
203,bỉm thấm hút tốt mẫu_mã đẹp giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
204,mua nhầm tã kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
205,sản_phẩm đóng_gói cẩn_thận trừ giao hàng nhanh ủng_hộ shop kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
206,hàng tốt đóng_gói ok tikinow giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
207,giao nhanh thú dễ_thương kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
208,minh mua ve_ma bij thieu cay không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
209,sản_phẩm đẹp nhựa kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
210,bỉm hơi mùi nilonh form kích_thước bé giao,"[1, 0, 0, 1, 0, 0, 0]"
211,bỉm tốt giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
212,hài_lòng đóng_gói cẩn viên giao nhanh kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
213,mua ủng_hộ,"[0, 0, 0, 0, 0, 0, 1]"
214,kg hai long ve_san pham kg giong nhu mo ta moi khui chua su dung ma day keo rat kho keo nen neu nhu su dung thi chac chan se kg co ben toi muon doi laij san không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
215,tiki giao hàng nhanh hộp sữa móp chút không ảnh_hưởng kèm quà tặng đủ dễ_thương thanks kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
216,bịch tã cũ dơ_dáy bám bụi bao tã rách gói giao không mua hàng tiki cũ bám bụi không thơm,"[0, 0, 0, 0, 1, 1, 0]"
217,good good mẹ bỉm yên_tâm chất_lượng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
218,sữa thơm chưa kết giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
219,mua hàng tiki đầu 3 bịch tã hơi nhăn hạn sản_xuất cũ_rích 9 / 2019 mua vọng,"[0, 0, 0, 1, 0, 1, 0]"
220,không thói_quen mở_hàng kiểm_tra tin_tưởng chất_lượng sách tiki sách thất_vọng sách quăn mép cũ nát bẩn trang bẩn cũ nát,"[0, 0, 0, 0, 0, 0, 0]"
221,hài_lòng tốt kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
222,hàng đúng như hình chất_lượng ổn giá hợp_lí giao hàng kì hài_lòng,"[1, 1, 1, 1, 0, 0, 0]"
223,đơn hàng ghi tặng chảo chống dính hàng không quà tiki treo đầu dê thịt chó hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
224,hơi dày bề_mặt không khô lắm thấm hút,"[0, 0, 0, 1, 0, 0, 0]"
225,shop giao hàng nhanh chất_lượng quà tặng oke kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
226,giao nhanh sản_phẩm hạn kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
227,sản_phẩm oke,"[0, 0, 0, 1, 0, 0, 0]"
228,da khô vảy ngứa_ngáy combo gel tắm cộng sữa tắm lipikar đỡ ngứa hẳn da khô cải_thiện vừa_lòng,"[0, 0, 0, 0, 0, 0, 0]"
229,tien siph dat vinh biet không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
230,tiki giao hàng đúng hẹn sản_phẩm đảm_bảo bé phẩm tốt !,"[1, 0, 0, 1, 0, 0, 0]"
231,tã tốt tiki đóng_gói cẩn_thận giao hàng tốt,"[1, 0, 0, 1, 0, 0, 0]"
232,hàng giao đầy_đủ hạn cám_ơn tiki ship rẻ 30k mua đại_lý kì hài_lòng,"[1, 1, 0, 0, 0, 1, 0]"
233,chưa quà tặng kèm ! mong_tiki,"[0, 0, 0, 0, 1, 0, 0]"
234,sản_phẩm tốt giao hàng sản_phẩm nhanh quà tặng giao thành 1 gói sản_phẩm trẻ 1 đi tặng xúc xắc ko hài_lòng quà phẩm tốt giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
235,bé thoải_mái thấm hút tốt quà tặng kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
236,hàng đóng_gói chắc_chắn giao hàng nhanh sản_phẩm như quảng_cáo,"[1, 0, 0, 0, 0, 0, 0]"
237,đúng hãng tốt mua kì hài_lòng,"[0, 0, 1, 0, 0, 0, 0]"
238,màu_sắc_đẹp vải oke kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
239,giao hàng nhanh hàng đóng_gói cẩn_thận tiki trading giao hàng đảm sản_phẩm tuyệt_vời,"[1, 0, 0, 0, 1, 0, 0]"
240,sản_phẩm không như mô_tả loại đệm lưng thấm mồ_hôi loại khô thoáng bình_thường tặng 9 miếng không gói tã tặng kèm không không hài_lòng,"[0, 0, 1, 1, 1, 0, 0]"
241,bé loại không hăm giá hơi đắt mấy loại kì hài_lòng,"[0, 1, 0, 0, 0, 1, 0]"
242,sản_phẩm như kì hài_lòng,"[0, 0, 1, 0, 0, 0, 0]"
243,hàng đóng_gói kỹ mua sản_phẩm chương_trình khuyến_mãi “ mua 2lon 1.75 kg tặng 1lon 870g hàng xong bảo chương_trình khuyến_mãi “ xoá đi chư thất_vọng vô_cùng bữa mua hàng tiki hài_lòng vô_cùng thất_vọng vô hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
244,không mua tràn hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
245,tiki giao hàng nhanh đóng_gói cẩn_thận đặt_hàng đúng đợt khuyến_mại giảm_giá hài_lòng dịch_vụ tiki ghé tiki mua hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
246,đơn hàng l120 giao l108 shop khuyến_mãi vây không nt báo hủy đơn hàng giao hàng kêu gửi hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
247,sữa vị đa_số bé sữa bé cân sữa sữa hộp lâu_dài không tốt như sữa_tươi đóng_gói tiki ngon,"[1, 0, 0, 1, 0, 0, 0]"
248,mua kích_thước l kích_thước m hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
249,tả tệ mua 2 gói tặng gói giấy ướt goon không gửi kèm tả thấm không hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
250,hàng tiki trading ưng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
251,giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
252,tã mùi hôi giao hàng nhanh mua thử đầu mùi hôi không nua,"[1, 0, 0, 1, 0, 0, 0]"
253,tiki giao bỉm nhanh quà bỉm đầy_đủ sách ehon đẹp màu_sắc sinh xl38,"[1, 0, 0, 0, 1, 0, 0]"
254,ok ổn kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
255,chất_lượng bỉm tốt tội bỉm rách như hy_vọng không lỗi,"[0, 0, 0, 1, 0, 0, 0]"
256,mua xong kiểm_tra mã_vạch mong tiki một lời_giải không hài_lòng,"[0, 0, 1, 0, 0, 0, 0]"
257,chuột to bự đại kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
258,đặt_hàng hôm hôm nhanh tiki kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
259,tã mỏng mùi hăng không mỏng,"[0, 0, 0, 1, 0, 0, 0]"
260,pampers ưu_điểm tã mỏng nhẹ thấm hút tốt thử mẫu ưng_ý pampers thoải_mái mẹ yên dáng tốt không xệ,"[0, 0, 0, 1, 0, 0, 0]"
261,hàng đúng dự_kiến bao_bì đẹp mặc hơi chật lỡ mua combo 3 gói đổi 2 gói xl 2 gói xxl ko cảm_kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
262,mua shop 3 cực_kì thất_vọng gói hàng không hề hộp đơn_giản xốp sốc quấn nilong xung_quanh m hộp sữa móp méo,"[1, 0, 0, 1, 0, 0, 0]"
263,mua 3 bịch bỉm thanh_toán đủ tiền quà đủ bỉm giao 1 bịch gọi điện_thoại tổng_đài đợi 1 bịch bỉm,"[1, 0, 0, 0, 1, 0, 0]"
264,bữa_nay shop đóng_gói xấu không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
265,2 bọc không loại mua hàng giao chậm hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
266,tã màu xanh không như tã trắng mua thất_vọng không hàng chuẩn không hài_lòng,"[0, 0, 1, 0, 0, 0, 0]"
267,sữa hãng ngon bé kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
268,sản_phẩm kích_thước lớn đệm lưng mềm_mại bé size tả đúng tiêu kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
269,rẻ zo kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
270,sản_phẩm tốt be uống chưa 1lon 1kg cam ơn sữa kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
271,giao hàng cực nhanh đặt_hàng hôm hôm chưa không chất kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
272,hài_lòng sản_phẩm không thái_độ shipper tí,"[1, 0, 0, 0, 0, 0, 0]"
273,giao hàng nhanh chất_lượng ok tả mỏng mềm kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
274,quà tặng không quà tặng giao hàng,"[1, 0, 0, 0, 1, 0, 0]"
275,tiki cung_cấp sản_phẩm hãng giá cực friso tốt,"[0, 1, 1, 0, 0, 0, 0]"
276,khuyến_mãi giá chấp_nhận mua pamper nhưnh ít quà tặng nhãn kì hài_lòng,"[0, 1, 0, 0, 1, 0, 0]"
277,mua giá tốt giao hàng miễn_phí cực nhanh tã hơi mùi như mùi dầu mùi nhựa chưa xé bịch kiểm,"[1, 1, 0, 1, 0, 0, 0]"
278,phút tốt giao hàng siêu kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
279,sản_phẩm tiện_lợi chắc_chắn giao đúng màu hồng mẹ kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
280,giao hàng nhanh đúng sản_phẩm hài kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
281,đầu mua tiki m hài_lòng sản_phẩm đẹp m như quảng_cáo ủng_hộ kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
282,order tết hôm_nay chưa sản_phẩm_chất_liệu tốt to hơi xíu as to,"[1, 0, 0, 1, 0, 0, 1]"
283,hàng đúng hình sản_phẩm đúng giao hàng,"[1, 0, 1, 0, 0, 0, 0]"
284,giao hàng nhanh gói cẩn_thận mua giá kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
285,sp chuẩn nhật bé bú ngon tiêu_hoá kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
286,rats hài_lòng sẻ ủng_hộ tiếp gói chuẩn,"[0, 0, 0, 0, 0, 0, 1]"
287,chất_lượng tốt mẫu_mã đẹp ! hài_lòng !,"[0, 0, 0, 1, 0, 0, 0]"
288,hàng hồi thất_vọng sản_phẩm màu không như hình 1 khoá không 2 nhu hình chất vải cộng khoá đều không đổi phẩm không như hình,"[0, 0, 0, 1, 0, 0, 0]"
289,giao hàng chậm 2 hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
290,hàng hãng kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
291,shop giao hàng lỗi vết rách không hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
292,giao nhanh giá kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
293,sản_phẩm tốt không hăm giá tốt tiki giao hàng,"[1, 1, 0, 1, 0, 1, 0]"
294,giao hàng nhanh chất_lượng đúng như mô_tả hài_lòng cửa kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
295,bỉm thấm hút tốt giao hàng nhanh mua đúng dụp sale giá kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
296,"t2 mua hàng o tiki thất_vọng giao hàng hàng cũg không thôg báo khách_hàng hom m9 toi dat hag dự_kiến hàng đươc giao hom 12 ( tek ma mãi không giao ) tận 16moi thông_báo tiki "" "" sp hêt 20toi moi nhân dược hàng sp chưa dùg chưa trừ 2 * thái_độ phục_vụ khach hàng kém mua hag chỗ chả bh","[1, 0, 0, 0, 1, 0, 0]"
297,hàng thất_vọng hộp méo_mó vỏ han % nt ! kg quâyij kg ủng_hộ shop vong,"[1, 0, 0, 1, 0, 0, 0]"
298,size thoải_mái loại bỉm bỉm thấm hút tốt bỉm 1 cảm_giác chất_lượng bỉm không đồng_đều đợt bề_mặt bỉm không mềm_mại như mỏng rách lưng,"[0, 0, 0, 1, 0, 0, 0]"
299,bỉm mềm làn da bé mỏng nhẹ chun bụng cực êm hài_lòng chất_lượng bỉm tiki giao nhanh ổn ổn giá tốt,"[1, 0, 0, 1, 0, 0, 0]"
300,sản_phẩm tốt vận_chuyển hàng nhanh nhân_viên giao hàng nhiệt,"[1, 0, 0, 1, 0, 0, 0]"
301,ta mem minh se_ung ho tiki nhieu kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
302,sản_phẩm mô_tả giao hàng hoi cara 10,"[1, 0, 1, 0, 0, 0, 0]"
303,bé sữa bé ug sữa hợp kg oke kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
304,hàng ok đóng_gói kỹ quà kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
305,mau sản_phẩm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
306,mua khuyến_mãi kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
307,tiki combo quà tặng đơn hàng 888k trở mua không quà sản_phẩm,"[0, 0, 0, 0, 1, 0, 0]"
308,mắc,"[0, 1, 0, 0, 0, 0, 0]"
309,giá tôt đóng siêu cẩn_thận gói giao hàng 2h tiện kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
310,giao hàng nhanh khâu đóng_gói tiki yên_tâm kỹ_càng gọn bỉm hạn yên_tâm mua rẻ không quà tặng hì không tóm hài_lòng kì hài_lòng,"[1, 1, 0, 0, 0, 1, 0]"
311,ship hàng không gọi điện giao đi không không kiểm_tra hàng giúp phẩm ok ship chán,"[1, 0, 0, 0, 0, 0, 0]"
312,tã mềm không vết hằn đỏ da tã hãng tốt,"[0, 0, 0, 1, 0, 0, 0]"
313,sữa pha nổi váng cợn li_ti đề_nghị đổi sản_phẩm hồi,"[0, 0, 0, 1, 0, 0, 0]"
314,sản_phẩm_chất_lượng giá tốt giao hàng nhanh đóng_gói sơ_sài tiki đóng_thùng sản_phẩm hài_lòng kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
315,sản_phẩm hài_lòng làm_việc nhân_viên không hài_lòng chút quà tặng mẫu thông_báo mẫu đi huỷ quà tặng gửi mãgiảm giá 30k gửi mã 15k huỷ 2 quà tặng mà_tức ₫ ơn hàng quà xong báo hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
316,giao hàng cực_kỳ nhanh mua tã mua tiki kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
317,giao nhanh sản_phẩm kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
318,lưng chun không êm mịn như loại,"[0, 0, 0, 1, 0, 0, 0]"
319,nhập mã giảm_giá 6 % thanh_toán không chỗ giảm_giá,"[0, 0, 0, 0, 0, 0, 1]"
320,nhân_viên giao hàng vui_vẻ tả tặng 6 miếng không fre ship như kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
321,bỉm cứng thô thấm hút không tốt lắm bé lằn giá_thành hợp_lý ban_ngày,"[0, 1, 0, 1, 0, 1, 0]"
322,sản_phẩm_chất_lượng tốt giao hàng nhanh đóng_gói kỹ kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
323,xài oke giá phai thay bé thuong xuyen rat kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
324,hài_lòng sản_phẩm_chất_lượng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
325,kích_thước xl không loại tràn ướt lưng khô queo bé tiểu 2 size xl mẫu ok lưng vẻ thấm mồ_hôi không tốt mẫu hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
326,chất_lượng tạm hút chưa tốt,"[0, 0, 0, 1, 0, 0, 0]"
327,hàng đóng_gói cẩn_thận tiki giao hàng cực_kỳ nhanh_chóng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
328,mềm mịn mỏng thoáng giá cực tốt tặng kì hài_lòng,"[0, 1, 0, 1, 1, 0, 0]"
329,sản_phẩm tốt túi_tiền tặng quà,"[0, 1, 0, 1, 1, 0, 0]"
330,sp tốt đóng_gói kỹ_càng giao hàng nhanh đúng tốt,"[1, 0, 0, 1, 0, 0, 0]"
331,tốt va giao hang nhanh phục_vụ tốt thít la gìơ kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
332,sản_phẩm đúng như mô_tả ship nhanh ủng_hộ kì hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
333,mua thử kích_thước lớn tã quần bé_con bé hiện tã quần kích_thước xl bé 14kg dây_thun eo ôm chật bụng bé bé không lắm vẩn tã dán tã hút tốt tiki 2h giao hàng hút tốt tiki giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
334,sản_phẩm cũ túi xước bẩn không ưng,"[0, 0, 0, 1, 0, 0, 0]"
335,giao hàng mỏng loại cũ mua 445k giá_cả hợp kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
336,đặt_hàng màu trắng đỏ giao hàng màu xanh đựng quần_áo không như sản_phẩm trang_web toàn lừa không hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
337,giá rẻ sản_phẩm hãng ủng_hộ tiếp mẹ mua kì hài_lòng,"[0, 1, 1, 0, 0, 0, 0]"
338,tiki giao hàng nhanh đóng_gói cẩn_thận shipper vui_vẻ nhiệt_tình kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
339,sữa tốt lắm uống hồi sinh úc gửi mua hàng sợ không đảm_bảo tiki yên_tâm hàng hãng giá tốt mua liền 2 hộp giao hàng nhanh_chóng nguyên tem nhãn phụ dịch thông_tin tiết việt không sợ sữa ! tương_đương sữa mẹ cực tốt,"[0, 1, 1, 0, 0, 0, 0]"
340,hài_lòng sản_phẩm đóng_gói kỹ giao hàng,"[1, 0, 0, 0, 0, 0, 0]"
341,huggies roi minh đọc báo khuyến_mại quà tặng hôm mua không,"[0, 0, 0, 1, 1, 0, 0]"
342,sp 1 không mua không tiki cập_nhật kh đỡ mất_công bực_mình không thanh_toán ? ? !,"[0, 0, 0, 0, 0, 0, 1]"
343,đặt_hàng 4 / 7 hôm_nay chưa giao sữa bé uống giao hàng không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
344,đóng_gói kĩ giao hàng nhanh shop tiki kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
345,giao hàng kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
346,không gối ôm làm_ăn chán quà,"[0, 0, 0, 0, 1, 0, 0]"
347,bỉm chất_lượng tuyệt_vời hàng chuẩn ủng_hộ shop kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
348,giao hàng nhanh đóng gọi cẩn,"[1, 0, 0, 0, 0, 0, 0]"
349,sản_phẩm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
350,giao hàng mặc êm ko kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
351,sản_phẩm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
352,mua kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
353,tả mềm thấm hút tốt bobby nhân_viên giao hàng nhiệt_tình vui_vẻ ủng_hộ tiki dài_dài,"[1, 0, 0, 1, 0, 0, 0]"
354,"sản_phẩm tốt mong_đợi đong goi kĩ chương_trình khuyến_mãi 1,5 kg","[1, 0, 0, 0, 0, 0, 0]"
355,giá rẻ miễn_phí vận_chuyển cộng 12k phí vận_chuyển hàng cồng_kềnh vô_lý không như website miễn_phí vận_chuyển & không phí,"[1, 1, 0, 0, 0, 0, 0]"
356,monh tiki chương_trình khuyến_mại kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
357,2 đứa đều loại tốt bền tiết_kiệm chi_phí gia_đình tốt,"[0, 1, 0, 1, 0, 0, 0]"
358,giao hàng nhanh đóng_gói cẩn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
359,không tiki vận_chuyển gói tã rách như rách lớp nilon quấn bịch tã vô bịch như da bé dị_ứng rách bụi bẩn xâm_nhập vận_chuyển tiki quấn lớp nilon không dày như rách mong_tiki cải_thiện đảm_bảo_an_toàn bé sản_phẩm mất đổi hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
360,tả mỏng mềm mịn tốt loại bé thoải_mái chất_lượng tốt đắt xắt miếng,"[0, 1, 0, 1, 0, 0, 0]"
361,sản_phẩm mô_tả chất_lượng hàng,"[1, 0, 0, 1, 0, 0, 0]"
362,giao hàng nhanh hàng giao bẩn hàng như bụi dơ bung mép không đổi hàng không nhiêu tiền mong tiki xem_xét giao hàng,"[1, 0, 0, 0, 1, 1, 0]"
363,gối ôm bình sữa mua không tặng hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
364,mua tặng bình ủ cháo khong thất_vọng mua kiti vọng không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
365,sưa mua khui nắp sữa vón cục chất_lượng không tốt sữa hạn_dùng bảo không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
366,giao hàng nhanh oke đong goi la het khuyến_mại khan uot kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
367,bỉm nhẹ mỏng thấm hút tốt chất_lượng hẳn bỉm có_giá cung loại như paper hunger booby khuyến_mại săn yêu ! : ) mong đợt khuyến_mại mùa đông bé bỉm suốt hài_lòng sản_phẩm tốt giá_cả tốt,"[0, 1, 0, 1, 0, 0, 0]"
368,balô đẹp đường may chi tiếc,"[0, 0, 0, 0, 0, 0, 0]"
369,sản_phẩm tốt giao hàng nhanh gói hàng cẩn_thận hài_lòng chất_lượng dịch kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
370,tã mỏng thoáng mát bé pamper không hăm tã sức chứa hạn_chế 1 - 2h thay không đêm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
371,giao hàng nhanh hôm trươc hôm kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
372,mua 2 hộp không quà tặng kèm friso,"[0, 0, 0, 0, 1, 0, 0]"
373,đóng_gói tiki đóng cẩn_thận giao hàng dự_kiến mua 2 bịch tã quần kích_thước l 54 miếng hạn tặng phát nhạc quà tặng chất_lượng tốt tách đơn không giao tã giao 1 kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
374,tè 1 tràn ngủ trưa ngủ tối đều tràn mua hàng tiki trading không ưng_ý bé lớn 3 bé_nhỏ 4 đều không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
375,hang để_dành chưa không giặt xong biến_dạng không kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
376,tặng 2 giỏ mẹ bé 1 giỏ mẹ lừa_đảo không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
377,thoi gian giao hang_lượng san phẩm chưa kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
378,đóg gói sơ xài 2 hộp đều méo giao hàng chú_ý không cẩn_thận sữa bung nắp vỡ hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
379,giao hàng đúng sản_phẩm ok m mua nhiu kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
380,hàng ok ủng_hộ kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
381,tã tràn đều như mô_tả không sản_phẩm toàn 🤣 🤣 kích_thước vẻ 1 chút dòng tã kích_thước hình_ảnh tính_chất minh kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
382,mua tiki không giao thanh_hóa không,"[0, 0, 0, 0, 0, 0, 1]"
383,giá tã ổn ; kích_thước ký ; vạch báo tã có_giá một_chút kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
384,sx 11 / 2019 chưa hạn hơi cũ mua 1,"[0, 0, 0, 0, 0, 1, 0]"
385,"sản_phẩm ok không loại loại "" đệm mây 4 chiều "" hình ghi sản_phẩm ai_ngờ giao bực_mình coi hình_ảnh ảnh đủ loại không đại hài_lòng không đúng sản_phẩm","[0, 0, 0, 0, 1, 0, 0]"
386,giao hàng,"[1, 0, 0, 0, 0, 0, 0]"
387,mua 2 bịch đại bảo tặng âm_nhạc hàng không quà,"[0, 0, 0, 0, 1, 0, 0]"
388,bỉm giao hàng nhanh hàng tiki giao yên kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
389,mẫu đẹp đường may chuẩn kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
390,ưng quà kèm sữa hạn hợp kì hài_lòng,"[0, 0, 0, 0, 1, 1, 0]"
391,đẹp shop vệ_sinh giao nắp bẩn nhẹ không,"[0, 0, 0, 1, 0, 0, 0]"
392,giá rẻ đi_đôi chất_lượng bé mặc ban_ngày kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
393,tả mỏng không vốn cục tốt kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
394,mỏng không_thể_nào mỏng thô_ráp không mềm lau nồi cơm lau chén bát hợp lau mặt bé không hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
395,san pham tot duoc bao bi dong goi can than nhu mong,"[1, 0, 0, 0, 0, 0, 0]"
396,mẹ biển sữa mua sản_phẩm hợp túi_tiền oke,"[0, 1, 0, 0, 0, 0, 0]"
397,bé 1 hộp bt chưa biet mua shop giao đóng_gói cẩn_thận nha hộp,"[1, 0, 0, 0, 0, 0, 0]"
398,sản_phẩm tốt m mua be boby nh,"[0, 0, 0, 1, 0, 0, 0]"
399,mỏng cũ tuột mua gói lớn kb,"[0, 0, 0, 1, 0, 0, 0]"
400,tã kích_thước loại phẩm tốt giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1]"
401,hàng vn chất_lượng nha balo xinh lắm cám kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
402,sữa đóng_gói cẩn_thận đồ_chơi to bé 2 kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
403,tã dáng mỏng mát lưng thun mềm bé không khó_chịu bé mát,"[0, 0, 0, 1, 0, 0, 0]"
404,gjao hàng kĩ hàng gjống khéo kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
405,hàng đóng_gói cẩn_thận giao hàng cực_kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
406,hơi ôm đùi vói ký kích_thước lớn đáy hơi bé mặc quần bé,"[0, 0, 0, 1, 0, 0, 0]"
407,quà tặng bao to kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
